"Rownum","Rent"
169,57755.9257550557
246,45038.6380311112
234,29438.422505632
57,56912.9866604021
341,22935.0777087718
285,92188.8146748032
88,40046.056737444
136,7268.28169814653
257,4070.36143222024
327,71835.5143382779
305,67390.1684982949
93,46373.8561360399
232,306.218854965614
141,41770.18489108
58,30217.0138845721
38,21456.036810368
281,69996.4085733252
221,9941.09237445489
180,30670.2903612153
64,100581.678803865
371,53008.7670395003
321,24266.0628233133
218,39876.2485130962
152,18792.1877871727
256,23167.548054211
90,46262.6038326761
165,56197.986664633
242,54055.547393905
89,90962.3258511565
21,27997.3581560322
223,131.775393776457
304,57065.0351950788
106,89512.049735177
259,52720.2523878807
450,58012.2726617052
283,53207.5723849508
418,33496.9264235158
114,40976.9391566018
267,106.557221526274
126,62039.0542276213
107,42524.8471187046
82,50003.6253442027
79,42054.8263226231
117,91536.3163429245
29,3488.60242986237
252,32764.3334324349
360,49149.1273339712
211,51569.8979209731
300,84806.5466177945
410,62656.1520013632
54,88319.9123296176
132,79887.0475638895
68,58947.1448632621
92,309590.694363729
81,33951.8476998718
216,16918.6823645813
77,68067.4885850007
324,16591.6378729486
95,105872.008213283
98,25784.3217618876
100,60679.747158424
312,42023.0581383864
461,48680.4209382709
55,259684.225151582
83,344543.066024636
393,53531.0982766375
163,7255.43401669826
99,38239.2887803795
239,33223.4060666989
188,39356.7471746719
118,41331.7079358863
309,52764.7466938011
74,45630.9489724625
96,311589.695643288
19,-795.428399809548
27,983.696567262289
187,38082.22513094
170,36620.3008223045
87,22863.7609203855
243,65253.0875630564
121,220252.027799763
249,22409.228041444
80,48472.1923907669
307,20362.9128575869
266,26323.2733479249
310,39145.9011153362
86,70571.6357649904
76,61256.7640862812
430,95417.7851114787
65,43862.3599215428
291,34879.1319651175
248,9129.3098375575
364,40062.3906565919
233,55223.8470267521
122,57770.3667150023
25,36713.50267101
69,30818.3722363998
91,240293.144468155
60,34080.1968377199
84,37094.9067518794
51,231809.970958931
130,45850.9923256423
111,95564.7757718302
153,23403.8582806491
97,27713.7675900185
210,7503.87252138253
120,83480.5440303318
129,256077.426290562
358,17917.0894019512
115,263473.828918802
127,30759.9813727046
451,55940.247627804
228,7602.79743323413
102,33792.9514387166
199,94095.4907178801
241,50227.6406005464
235,46581.5448787153
260,14556.2956578026
361,63368.6398507065
133,47691.3060380791
72,52313.1180075012
125,37677.8105767371
63,37855.9867624028
244,50227.6406005464
61,50157.3391005141
67,65354.5323260993
52,41359.1144838977
462,22230.255812181
50,89278.809481704
85,27052.0902089422
78,257546.503892113
59,71923.5050157402
112,68077.3379756368
105,50100.8769618553
110,36407.4749500205
128,32553.6381981509
109,56148.0069380254
56,73810.9822803683
351,46417.7247232423
104,223576.449430512
311,46164.2857104712
