"Rownum","Rent"
169,56363.7479876371
246,45038.6380311112
234,29438.422505632
57,45737.7996486379
341,22935.0777087718
285,92188.8146748032
88,38653.8789700255
136,7268.28169814653
257,4070.36143222024
327,71835.5143382779
305,67390.1684982949
93,33806.4913568572
232,306.218854965614
141,41770.18489108
58,28824.8361171535
38,20063.8590429494
281,69996.4085733252
221,9941.09237445489
180,30670.2903612153
64,100581.678803865
371,53008.7670395003
321,24266.0628233133
218,38484.0707456776
152,18792.1877871727
256,23167.548054211
90,46262.6038326761
165,54805.8088972144
242,52663.3696264864
89,90962.3258511565
21,27997.3581560322
223,131.775393776457
304,57065.0351950788
106,89512.049735177
259,52720.2523878807
450,56620.0948942867
283,42032.3853731866
418,33496.9264235158
114,40976.9391566018
267,106.557221526274
126,62039.0542276213
107,29957.4823395219
82,50003.6253442027
79,40662.6485552046
117,91536.3163429245
29,3488.60242986237
252,32764.3334324349
360,49149.1273339712
211,51569.8979209731
300,84806.5466177945
410,62656.1520013632
54,77144.7253178535
132,79887.0475638895
68,57554.9670958436
92,309590.694363729
81,32559.6699324532
216,16918.6823645813
77,68067.4885850007
324,16591.6378729486
95,105872.008213283
98,25784.3217618876
100,60679.747158424
312,42023.0581383864
461,47288.2431708523
55,248509.038139818
83,333367.879012871
393,42355.9112648733
163,7255.43401669826
99,38239.2887803795
239,33223.4060666989
188,39356.7471746719
118,30156.5209241221
309,52764.7466938011
74,44238.771205044
96,300414.508631524
19,-795.428399809548
27,983.696567262289
187,38082.22513094
170,36620.3008223045
87,22863.7609203855
243,65253.0875630564
121,220252.027799763
249,22409.228041444
80,35904.8276115842
307,20362.9128575869
266,26323.2733479249
310,37753.7233479177
86,69179.4579975719
76,61256.7640862812
430,95417.7851114787
65,42470.1821541243
291,34879.1319651175
248,9129.3098375575
364,40062.3906565919
233,53831.6692593335
122,56378.1889475837
25,35321.3249035914
69,29426.1944689812
91,240293.144468155
60,34080.1968377199
84,35702.7289844609
51,231809.970958931
130,44458.8145582238
111,95564.7757718302
153,23403.8582806491
97,26321.5898225999
210,7503.87252138253
120,83480.5440303318
129,244902.239278798
358,17917.0894019512
115,263473.828918802
127,29367.8036052861
451,44765.0606160398
228,7602.79743323413
102,32400.773671298
199,94095.4907178801
241,48835.4628331278
235,46581.5448787153
260,14556.2956578026
361,63368.6398507065
133,35123.9412588963
72,41137.930995737
125,36285.6328093186
63,36463.8089949843
244,48835.4628331278
61,37589.9743213314
67,63962.3545586808
52,39966.9367164792
462,22230.255812181
50,89278.809481704
85,25659.9124415236
78,246371.316880348
59,71923.5050157402
112,68077.3379756368
105,37533.5121826726
110,35015.297182602
128,31161.4604307323
109,54755.8291706069
56,73810.9822803683
351,46417.7247232423
104,223576.449430512
311,44772.1079430527
376,71624.1217789729
204,28109.1148297026
94,119255.838580713
108,45567.5262765539
62,228195.322320214
53,63327.7824619141
329,102838.162092318
458,67029.0376230038
73,74573.1948171914
101,64249.7779729318
123,33900.1058264112
103,25381.7463432354
387,48174.4550388507
177,41378.4728887148
155,23719.1573151242
335,19248.6732550139
184,27356.0076734671
411,39024.7562938963
382,-3058.46638581146
265,15874.2981753843
168,33548.3108830305
30,-486.251506053959
6,4005.59129476644
5,-700.044098235799
213,5416.23783480241
160,23722.9025240433
262,21932.0183550718
278,24386.5940716092
203,18465.3659679494
164,10372.3726948057
323,11344.5151117954
9,11167.8829048264
151,21565.3961848199
171,30501.019437872
185,50075.4461668708
253,30636.9445072139
362,24440.403485633
205,-510.688329277534
209,25137.0712259203
466,31541.9427522059
176,33635.3802286188
134,28444.5046880555
298,27018.2954901023
186,5517.54693675571
384,51628.7560479036
465,12539.1044523763
353,39156.4067651205
217,-9571.55077490942
273,2856.13633774882
247,40122.0641275623
380,14900.3163794614
422,26933.7564001337
138,22670.0000112782
446,36457.601834285
325,22506.4318291336
346,1958.42423544391
32,30068.6461143782
373,13417.2093891898
275,14338.5376480157
167,21605.2320732388
391,3470.57754400061
349,8024.88157073934
48,-2501.71418778173
143,17431.928230965
181,9472.89785684228
139,6265.11638759239
370,8034.45266462316
276,21399.2722237341
15,258.440361729642
146,33850.7599287696
368,49260.9451376978
279,12255.425685861
337,65649.4673236061
331,21137.9445852353
315,7678.19429619433
198,6882.80498911722
409,23059.8199369543
149,24523.0861476368
208,18860.0090143982
354,3073.18367782306
174,3577.28091800307
212,29878.7937431048
192,25922.9717792513
296,13222.0647731407
142,35972.7898425648
440,12198.3517869287
158,31576.9607371783
207,6381.94898166847
229,318.000686625807
236,10583.7633895126
175,11400.7918810874
258,-8219.95259651916
396,36100.2153193485
357,5425.68477050955
162,13309.2391313623
194,3092.63908817271
301,31112.0838767249
226,30127.7028256933
47,21468.7605449611
124,47479.9682390835
303,11795.8028124611
4,-2645.80445482396
206,27410.1798936267
274,2252.0051765869
436,14588.6667325905
145,11514.3256547386
332,42701.184593612
340,50692.6170149896
240,14813.7820150709
254,43426.3118198622
245,8025.93344632091
435,3448.93250928411
264,12473.6982974819
173,17606.395819545
261,15410.7897396854
314,16860.2179632516
224,355.258745797094
366,24078.1345872298
140,26826.478342959
297,9829.11727531436
156,15110.2404861333
137,19886.5404103906
369,19879.7225686808
45,29399.4523088742
191,9678.83648225234
231,277944.739028406
225,2389.88512379151
189,3504.1391208919
463,18537.9595596595
150,6317.58673305869
263,46696.4352973591
352,-1434.01499838411
287,60997.2299691664
178,55019.5102368103
320,30724.2735834509
7,5840.51249152028
195,17510.5727357092
161,-2797.46004356206
37,1614.00396143929
415,56657.3728201459
343,52495.5172853424
388,25008.5254695318
41,31280.040079154
334,15735.62609794
347,9546.20341680933
251,-7026.98316255599
401,17637.2220678901
330,33377.5456629419
289,28309.2491814214
157,14431.3035019645
402,45706.0807152576
193,31658.3201096112
459,95357.6106988846
389,10318.4591731721
386,33126.9844342339
433,19083.519103744
190,14566.6577697314
