"Rownum","Rent"
169,85708.6433204518
246,45324.3025087662
234,27864.2424449405
57,53964.557240169
341,22551.2109009227
285,92693.4594189257
88,66671.8107609016
136,8046.66800362829
257,3818.66318076119
327,71682.523932225
305,67910.172674148
93,71227.7035869662
232,857.298955608938
141,42533.7108588618
58,56502.3272408507
38,48732.1568520045
281,70320.608136593
221,10628.227765207
180,30905.6568605423
64,100008.124588006
371,53234.2921360433
321,23587.5533332589
218,66437.2567238482
152,17555.5031090362
256,23967.8265932088
90,45451.753398995
165,84075.7887494775
242,80779.4183436033
89,91832.7159367371
21,26627.7046035174
223,681.534761990517
304,57742.5675201269
106,89996.2409854493
259,51195.526046196
450,84876.5576134497
283,50321.332832019
418,34414.6783838578
114,41994.7522449302
267,-446.230580840404
126,62828.0061528356
107,67003.3603526359
82,50310.7410086397
79,69697.5037110122
117,90824.2327191856
29,3912.91556470957
252,33213.8261546508
360,49837.4102991291
211,51862.4291596476
300,83706.4163203525
410,63329.2708499355
54,84240.2052007594
132,81050.3059400038
68,85596.2337540952
92,309352.097993362
81,61973.1711770923
216,17648.6439433313
77,68412.1054253207
324,16235.8702549903
95,106565.619060926
98,26270.8721947613
100,61077.8997500684
312,41164.6476080006
461,75383.4960070447
55,255422.157547412
83,340958.038538168
393,50644.0137601605
163,6767.36034324892
99,38136.7027659458
239,32428.2988009404
188,39878.7434913425
118,36884.8381564679
309,52483.9869592893
74,72646.5519119255
96,307649.602225659
19,-1177.11321334183
27,1728.34600976472
187,38720.2954015322
170,36439.5560910671
87,23038.813672739
243,63715.1126421548
121,219548.825827281
249,21004.9246883726
80,71849.5311598829
307,19380.548967833
266,25966.0106695901
310,66020.3175357399
86,98751.7027350159
76,62160.6784057276
430,96215.6366097042
65,70765.1324156132
291,35723.3238360343
248,8664.09220735342
364,40569.2637352052
233,81473.6734374238
122,84205.6104487065
25,62758.763684734
69,58264.4408884382
91,238735.30708642
60,34577.0640757412
84,63709.4191760744
51,232030.085496629
130,73635.1120392954
111,97098.3720716886
153,22714.5840900923
97,55209.8326318046
210,7034.034663912
120,82836.47851241
129,252389.765583215
358,16347.268048321
115,262465.769973979
127,57376.3291563406
451,51922.0787801826
228,7035.07785065009
102,61816.0324031723
199,95473.7123090759
241,76907.7274577219
235,45699.9392290312
260,13656.3107037263
361,62761.8003399051
133,71117.3412928833
72,47978.0955696512
125,64099.2553053892
63,65656.9059111926
244,76907.7274577219
61,73263.6494570675
67,91672.2085693601
52,68457.0970252493
462,21818.6873750823
50,88541.4139849483
85,55354.9075202525
78,254244.129869397
59,71370.0517553461
112,67331.0571182799
105,74649.5054587314
110,64573.6503530296
128,59126.3668569786
109,83236.5892704216
56,74203.7703982849
351,45350.7315047377
104,223254.205581236
311,74658.8791729907
376,71082.1788846553
204,56724.7986286801
94,119750.501052366
108,44624.5611486136
62,236275.482709612
53,64717.5965649967
329,103865.632321376
458,66464.6399789126
73,111767.185874054
101,92647.8109420181
123,63327.2342716332
103,26330.3468522285
387,78148.5374949894
177,69599.8221978571
155,24789.0729052024
335,19252.9450069281
184,56183.0460570556
411,69064.135374415
382,-2211.16050497373
265,46064.1385468772
168,62534.2529472056
30,-80.8245245173212
6,4559.56253789275
5,-1288.53346057273
213,5806.85677475004
160,52938.4348427214
262,52276.042825414
278,25275.3012255413
203,48653.3053200433
164,10347.8947961633
323,12352.5599338
9,11698.0427627041
151,50700.7334996954
171,59441.6862673724
185,78320.932409955
253,60675.3345162767
362,53278.1957593727
205,-396.788200144282
209,53938.0581811672
466,32833.0676258906
176,63649.7366576179
134,57362.2001221406
298,29156.3008244454
186,5665.08167484262
384,81640.0933448009
465,13585.9013176039
353,68215.6598888238
217,-10387.4004436546
273,3043.78836165892
247,69771.581066763
380,15995.9142473487
422,57233.6809556773
138,22130.0267176309
446,66596.9669625188
325,51666.867110804
346,2150.99033740976
32,60219.2891674851
373,13372.6751835512
275,15469.6665430698
167,21649.8529297713
391,3701.27145199289
349,7814.1969048398
48,-3179.67214037766
143,17433.2961755289
181,9768.68369989195
139,6998.4051605369
370,9062.0144563135
276,20767.5740452385
15,704.222825388491
146,62782.5328821378
368,49558.9706996339
279,10825.755630329
337,66825.8180408739
331,50284.3182479321
315,6964.322090739
198,6255.89057162097
409,23064.0605922279
149,52849.5393606541
208,18801.6525499193
354,3314.49845728619
174,3754.33391316305
212,30019.9009561609
192,25143.540628369
296,13123.2947526525
142,64977.0879285942
440,12500.5208474621
158,31313.8233502014
207,6684.68955794916
229,496.147910737265
236,9823.33811526454
175,11325.1522864675
258,-9042.2916476297
396,65123.7430603499
357,5195.5346846671
162,13251.4279590742
194,3004.01370215024
301,32000.4646646801
226,30395.2263108759
47,50894.8142083092
124,47651.1790657759
303,11713.7349477837
4,-1367.07376310003
206,57158.7227334871
274,2408.08678659153
436,15640.8447454932
145,11457.7657474532
332,42388.5063769774
340,80144.1142236005
240,43499.8715613298
254,72151.821768129
245,7809.90349949095
435,3288.04182631052
264,12679.9483013567
173,17612.4627778029
261,14780.6180915154
314,45955.7012559638
224,484.015839349323
366,52468.2500052466
140,55731.9235049455
297,9803.16995164301
156,14841.1573890156
137,49061.9252577273
369,20770.0967294195
45,58457.3360747467
191,9901.32039743174
231,278235.957204851
225,2521.27601254412
189,3699.9194757192
463,19715.6532967033
150,6465.35266092165
263,76346.6174197448
352,-1285.74857166838
287,61042.868313015
178,54991.9412491693
320,59688.3046071025
7,6192.66886329964
195,18148.7423662116
161,-2638.98220537537
37,1881.12032022354
415,64773.2090355085
343,52770.4271765917
388,25303.2734014247
41,60230.8607789348
334,15663.6979787512
347,10821.0701672552
251,-7901.17268381223
401,17603.0636637853
330,32579.9458509253
289,28229.9315151145
157,15544.7285878796
402,74498.3560155726
193,60622.5515514282
459,123680.476369831
389,10222.6495462066
386,63148.3553640181
433,19061.0605567655
190,13718.0910645369
272,56102.1726986988
20,10044.1205237789
282,18996.0348337636
290,199.627164018533
35,5012.89300482808
200,63982.2292894086
367,61154.3952927256
313,53701.9122298666
431,4101.85457341842
424,21284.5100378862
405,62407.1871604219
339,10100.3024324231
399,46161.1760855993
454,50964.0823103994
116,72076.7352311157
202,72795.5007022913
404,45247.9237155654
392,62710.8864880167
222,2670.76826777771
280,20063.1317089047
363,65610.5656242228
372,48522.2322765183
28,-1128.00925075515
318,11993.6177805517
406,197944.356061893
342,48811.2841833839
383,37980.8530755516
215,59242.5638185493
377,64747.4005530773
277,246905.665803499
159,12384.4162469785
271,4550.3038971936
172,51917.5081851474
333,11302.8051927153
400,30369.1284227906
326,18679.3444781438
365,24158.9160936294
182,48699.3304072821
18,4953.74309683787
407,85299.9275053008
292,5832.23140952832
355,17425.2780372095
284,24248.1857784364
420,34978.2148523327
308,7861.46103149417
336,21898.0881583624
183,3579.02705539094
322,16814.37390825
427,70302.6160873736
131,51687.78818892
270,29791.0510769682
268,57019.0496402773
452,45473.0737489827
113,24258.0633564724
437,48167.2480878303
419,12667.5387700102
22,55414.2953079177
456,85108.6752297869
148,39965.3792689907
179,59505.933250027
154,1424.23855300066
220,49064.032567081
398,76974.6301047522
378,68407.8396072151
255,42282.4608164172
394,12595.7708585263
269,43889.9671144219
214,6970.12566237335
31,8293.83104312692
412,25328.8522537489
11,28244.4868023567
237,57550.5607498972
408,961.567970360841
441,18676.1495179528
426,18474.5979421044
44,43283.9586350808
3,56169.118939414
306,8917.46320837923
26,57010.0914128163
70,18654.5438555735
403,20078.6727531173
13,4870.04961153194
40,45173.8450964066
230,-3088.65680727322
17,34560.5174563793
42,1582.6136752324
356,11409.0682685617
66,226555.870326451
46,47077.56704802
24,54460.2601608144
14,4683.94648846383
201,3649.51904166802
302,10409.2984501511
39,-1535.6730168822
438,13503.1722883497
444,-2454.98176491626
16,22973.7118583176
33,2285.45680076885
75,59911.1916514356
432,3025.52794602613
416,49650.1806577643
250,-4493.80398000252
428,59692.2968731593
12,16181.6670217587
219,-7123.43171214669
36,5760.63795652086
43,14384.3469803034
439,8386.57438321658
328,17172.6737954822
434,23023.8434872592
71,75654.7417343704
460,22162.9654574898
449,23201.6008269981
197,-855.510152890002
467,17164.1994006721
299,5354.35625068969
1,4437.58897327348
381,19368.158523765
49,4833.20188108878
413,26553.0199365519
455,63824.7996313477
379,32712.1160019629
166,55597.2045432384
447,5415.337754523
359,19454.2751618187
294,241070.126253748
425,49989.6646026889
144,68509.5687392304
445,13469.129515414
34,54997.7373732045
443,4253.12365585254
319,25197.3399375854
2,5501.91864351976
448,7814.53412135303
414,25604.5958585364
423,58727.4627618824
295,26140.5434580316
286,7353.09557060273
344,58809.8251561056
345,16184.8851848959
10,50288.7618932632
293,3579.62746128705
147,61491.8459778459
374,57899.9407021029
119,50125.9414469838
316,7227.60942942675
453,17352.7960655074
457,9699.39813008477
417,50597.4035855862
464,18408.1697584956
23,8779.86477852052
350,57464.42261012
227,20498.0742212618
421,19570.5689295651
468,62642.5553948995
442,31429.226843736
338,12342.5508882702
397,24766.7052428215
135,55698.4893468002
238,8839.74622616596
348,15843.2970875481
375,16462.0049203142
288,13309.8044556198
390,55117.9935548097
196,63087.7583492346
385,19715.0617247296
395,2183.07474439916
317,29235.9156304676
429,-1317.06987418229
8,16003.1576152657
